NAME	sulfate assimilation	response to hypoxia	DNA-binding transcription factor activity	ribonuclease activity	nucleobase-containing compound metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	steroid biosynthetic process	cellular iron ion homeostasis	response to oxidative stress	macromolecule biosynthetic process	response to temperature stimulus	cellular response to starvation	response to pH	response to heat	response to toxic substance	negative regulation of metabolic process	response to organic substance	response to inorganic substance	response to metal ion	cellular response to iron ion starvation	response to acidic pH	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	RNA metabolic process	heterocycle biosynthetic process	nonribosomal peptide biosynthetic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	siderophore biosynthetic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	urea metabolic process	cellular homeostasis	regulation of cellular metabolic process	negative regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	response to nutrient levels	response to lipid	cellular nitrogen compound metabolic process	nucleobase-containing compound biosynthetic process	response to decreased oxygen levels	regulation of growth	homeostatic process	macromolecule metabolic process	cellular nitrogen compound biosynthetic process	secondary metabolite biosynthetic process	negative regulation of transcription, DNA-templated	positive regulation of transcription, DNA-templated	negative regulation of growth	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	response to copper ion	positive regulation of biological process	negative regulation of biological process	positive regulation of cellular process	negative regulation of cellular process	chemical homeostasis	regulation of cellular process	chaperone cofactor-dependent protein refolding	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	transition metal ion homeostasis	cellular chemical homeostasis	regulation of macromolecule metabolic process	cellular response to chemical stimulus	response to nitric oxide	nitrogen cycle metabolic process	response to host iron concentration	regulation of primary metabolic process	nucleic acid metabolic process	inorganic ion homeostasis	transcription regulator activity	organic cyclic compound biosynthetic process	response to nitrogen compound	response to oxygen-containing compound	cellular response to oxygen-containing compound	regulation of cellular macromolecule biosynthetic process	positive regulation of transcription regulatory region DNA binding	reactive nitrogen species metabolic process
negative regulation of cellular biosynthetic process	-0.021643557659789373	-0.04774210220298539	0.16157935351110334	0.023408175800177792	0.10201776454279403	0.2603559034187404	0.26809675672423156	-0.027574321413182258	-0.037982195845698175	0.10327108660233206	0.18881043613036566	-2.79602963791036E-4	-0.052615637575180924	0.005912858042941853	0.005912858042941853	-0.061010486177310995	0.8411107409986974	-2.79602963791036E-4	0.08183990442054903	0.12765179224579476	-0.030346135609294857	-0.03554298985207044	0.1798796469083514	0.25868365840391644	0.10327108660233206	0.0946573516940593	0.8499244903095895	0.18648808440967798	0.1756621718531407	0.012621800373605567	0.2603559034187404	0.253558210586453	0.019914651493598418	0.17248244786754707	0.027871109887082263	-0.015133601324192983	0.07544356642314035	0.2900825328101744	0.9219184809297754	0.3109084213806196	1.0	0.10327108660233206	-0.05441251487842141	0.03658606959432104	0.07660685154975537	0.1890235698472302	-0.05052856783287208	0.02092937178236161	0.06207865168539372	0.08210391276459279	0.15567010309278356	0.09341442554404839	0.8899315437274056	0.1173671689135613	0.023561849855871297	0.8424066664219375	0.11250054086798629	0.07518311072813386	0.1063376187092193	0.6185974319175958	0.09056244041944829	0.8799395922476713	-0.050753370340999186	0.23553154864367568	-0.01846615500028721	0.282059000602047	0.9023408175800178	0.0946573516940593	0.8735945485519587	-0.04473647420662698	-0.0425734106243443	0.2521509693701963	-0.06942937730527292	0.009198813056379812	-0.03554298985207044	-0.015133601324192983	0.29511247331837365	0.1443264036993483	-0.04681784930504823	0.18444941990637073	0.15603229016919148	-0.0032004389173359593	0.006814310051106672	-0.03299989687532392	0.20655239748318402	-0.015133601324192983	-0.030346135609294857
positive regulation of cellular biosynthetic process	-0.019957234497506245	0.011752740422645881	0.1916568006128559	-0.01910750997702106	0.06660001538106582	0.19600992920842128	0.20197945494629227	-0.024894420982440404	-0.033077377436504754	0.1033834586466159	0.13222654335109008	0.13492927094668103	0.008532983262227343	0.08690658499234113	0.08690658499234113	-0.04927408710954655	0.10319615625652684	-0.03808487486398275	-0.021731510690501193	0.016610708605761953	-0.027131782945735802	0.033238751520067375	0.125901681019416	0.182470405356929	1.0	0.9523524123464193	0.1127037969143229	0.12398211996257677	0.13202126131302988	-0.031211998378595993	0.19600992920842128	0.17013981485008925	-0.027131782945735802	0.12966517381104742	-0.022508038585209344	-0.014289359530494554	-0.05298013245033197	0.1959964896151116	0.12316176470588135	0.21090078615661664	0.10327108660233206	1.0	0.0060907196666130595	-0.017224409448820387	0.054305663304887536	0.14195772747714	0.04311193784878029	-0.058236272878536686	-0.056147386890587396	0.053368741165888495	0.10886469673405888	0.022723039672192684	0.1277254184836138	0.9198184568835099	-0.046052631578948115	0.1569459172852587	0.8956350508697076	-0.024894420982440404	0.6945417561306364	0.07622588891471016	0.9300483941926969	0.1127037969143229	-0.04236006051437116	0.15750889163097898	-0.017224409448820387	0.19958543085578923	0.1347200386987553	0.9523524123464193	0.1670802315963589	-0.03808487486398275	-0.0365058670143422	0.1777150916784202	-0.05462348809988318	-0.033077377436504754	0.033238751520067375	-0.014289359530494554	0.19958543085578923	0.09509470324309678	-0.039582965188195526	0.2587169216626174	0.11752833933196541	-0.039582965188195526	-0.052109181141440405	-0.029233660471913704	0.06944986344127954	-0.014289359530494554	0.041343669250647794
response to nutrient levels	0.1371484953132712	-0.021647670771819668	-0.04879303892215532	-0.05574227395688115	-0.06777054390731524	-0.06343885976106628	-0.06286090886266595	-0.024547407180114826	0.5482954545454547	0.10803013303413918	-0.07160617693247251	0.08126747437092205	0.9732668273272441	-0.03416332698245962	0.02851323828920409	-0.04793289394847123	-0.06071088207264139	0.021994408201306215	-0.019230769230769076	0.01899346721509717	0.6105544422177688	-0.030668432424894736	-0.07216013910388235	-0.06719936076707932	0.0060907196666130595	0.0017354907865854683	-0.059215396002961336	-0.0703974459815851	-0.04674253234683962	0.16881578030250413	-0.06343885976106628	-0.06828188226910631	0.18570474281897043	-0.035885933995514346	0.12921660449242114	-0.014174344436569938	0.3428545187362231	-0.06601111825013245	-0.057567388852151936	-0.06470087227231351	-0.05441251487842141	0.0060907196666130595	1.0	0.06430703624733297	-0.051030295200568315	-0.056723030902286836	0.011398963730569719	0.020455003019931858	0.3105764325794936	-0.07169604074092553	-0.03630705394190888	0.14701749904202566	-0.04975600421012135	0.013443640124097156	0.0060907196666130595	-0.05222167199387734	0.010872611107997397	-0.024547407180114826	-0.021647670771819668	-0.04392684070658071	-2.9958058717754354E-4	-0.059215396002961336	0.4519131334022759	-0.06939007986039553	-0.017057569296374316	-0.0656957013574658	-0.05574227395688115	0.0017354907865854683	-0.050611556305354966	0.4961789375582484	0.5125814280240144	-0.06761691600895313	0.11549668874172307	-0.03246753246753279	-0.030668432424894736	0.15485471296952544	-0.0656957013574658	-0.07318053072457342	0.4806436002903458	-0.051262837748490026	-0.03888901362911704	-0.03871279941930837	-0.005904681568957317	0.03982746225736976	-0.052980132450329245	-0.014174344436569938	-0.026720106880428748
response to lipid	-0.01156737998843644	-0.01887635984302801	-0.020064947065501337	-0.018616875650222284	-0.012842487656373797	-0.0051220540084933935	-0.004743502562486219	0.14278712628655693	0.10439354111904187	-0.017224409448820387	-0.01026823832071043	-0.01597444089456851	0.0678628530822511	-0.01537369914853259	-0.01537369914853259	-0.017656146546014613	0.02332413424730828	0.4920127795527144	-0.018752930145334693	-0.01623211930607705	0.1311475409836116	-0.014623770273857915	-0.01060408891947998	-0.007537792503623806	-0.017224409448820387	-0.017522474478134903	0.026299549014955483	-0.009529777599110856	-0.0090519998032171	-0.014623770273857915	-0.0051220540084933935	-0.008218350815927202	-0.013661202185789091	-0.009192383453709882	-0.01238061549346003	-0.009405125793560572	0.10529719940495536	-0.006783213729457336	0.029698942229454715	-0.005941843818788984	0.03658606959432104	-0.017224409448820387	0.06430703624733297	1.0	-0.007527430466955828	-0.008456659619450326	-0.01898884405411716	-0.01868659903897421	0.09163829418893081	-0.014336210902843257	-0.011500261369576477	-0.015689790429224373	0.047773112136023144	-0.016680567139283498	-0.017224409448820387	0.04168759417378195	-0.016876887546634516	-0.013069759843158803	-0.01887635984302801	0.008853554973349128	-0.017656146546014613	0.026299549014955483	0.07172643869891653	-0.00890835344763194	-0.0105932203389811	-0.006581568656385789	0.03361988720363485	-0.017522474478134903	0.04561824729892149	0.08562300319489	0.09122492435279589	-0.007801072647489032	0.09807868252515933	-0.015020653398421381	-0.014623770273857915	-0.009405125793560572	-0.006581568656385789	-0.011218517654457435	0.08055189205640584	-0.020157820988716883	0.0010071069707824334	-0.01623211930607705	0.2364945978391372	0.12104890148830766	-0.018298261665141598	-0.009405125793560572	-0.013661202185789091
cellular nitrogen compound metabolic process	-0.018514971589095416	-0.08801731488161596	0.20605978445062015	0.08889469899993468	0.7845013154747669	0.3605393896380412	0.35105102979687164	-0.03376606766003715	-0.03041385948026956	-0.027928626842513533	0.44596525532074893	-0.002315708220764195	-0.04672776558667869	-0.04148471615720535	-0.007449267916773843	-0.06144273770173048	0.09234619944671328	-0.0364080792486814	-0.044523014469979826	-0.013390845297109428	-0.01766513056835643	-0.039748685728939644	0.48278992359482575	0.35820462620549637	0.054305663304887536	0.05271337909597215	0.0981538663688326	0.5233033524121015	0.47563496751329	0.02820874471086035	0.3605393896380412	0.353327975451158	0.023041474654377815	0.5059920106524635	0.017891373801916823	0.010198228057874856	-0.06503219093451262	0.37063691975530777	0.0761467889908257	0.3753125223230231	0.07660685154975537	0.054305663304887536	-0.051030295200568315	-0.007527430466955828	1.0	0.47186400937866363	-0.08987582944615999	0.008373675258406385	-0.08247960848287109	0.4813565041336258	0.6530612244897959	0.029179253165370452	0.06751931441926894	0.04643064422518867	0.026894233255753908	0.0755011715699037	0.04905124564347497	-0.01342968600115117	0.04407424411359612	0.08479473224484306	0.04848013481107001	0.06333355232901913	-0.05610369510543618	0.29697862932940317	-0.007527430466955828	0.3794267653185832	0.08196614157788092	0.05271337909597215	0.07017543859649121	-0.043226553454264766	-0.03894851854232277	0.3602385107620709	-0.10136147482248721	-0.037215271094000656	-0.005769970509039604	-0.01682707629549359	0.3794267653185832	0.6307892520860445	-0.04751174917916685	0.22350936967632032	0.4571214953271028	-0.040687568402755586	-0.06068875893437299	-0.028697713150983375	0.0781708032050029	-0.010070750207151593	-0.01766513056835643
nucleobase-containing compound biosynthetic process	-0.024856227565710765	-0.06721733767097617	0.5422626641227407	-0.1101538986437911	0.6472108381842387	0.8319064696005471	0.8161887999000177	-0.033009982444225414	-0.04912468057515544	-0.0010493179433366667	0.6622992910880996	0.023356335785243217	-0.052795264728750256	-0.028904227782571207	0.019514794701314696	-0.06043444241588737	0.1541539862452376	-0.02487298096610301	0.009832841691248897	0.03128271755994799	-0.03706261510128915	-0.03296731293470232	0.5491873075879364	0.6996311733485262	0.14195772747714	0.1333963813742813	0.16665662614311386	0.6195989507768286	0.9629485785303714	-0.03296731293470232	0.8022429054124085	0.6656332994362553	-0.024861878453038475	0.9538247081373061	-0.016691918543437413	-0.016637172714003168	-0.0640891331944735	0.7344823747305352	0.1793001502447538	0.7702194389496447	0.1890235698472302	0.14195772747714	-0.056723030902286836	-0.008456659619450326	0.47186400937866363	1.0	-0.06323120112775168	-0.04424606552990701	-0.07935711926807497	0.27951470659888605	0.778153697438376	-0.020844150088011694	0.20329840276145328	0.14293791699649433	-0.04871833308349577	0.20198789548787088	0.13862205613102266	0.0036649281750961954	0.14045738749742998	0.0846633803302422	0.12914042997131053	0.16665662614311386	-0.0728259640393532	0.6655304727216066	-0.008456659619450326	0.7433322842320069	0.18046230518966216	0.1333963813742813	0.21071349188708594	-0.06104496852961252	-0.057087137665100866	0.6867836676217766	-0.11860473682271912	-0.036996071551164994	-0.03296731293470232	-0.016637172714003168	0.7433322842320069	0.5481251207151856	-0.0649873229309886	0.5789938217122683	0.9046063595760283	-0.052953567869621625	-0.03667481662591692	-0.041099212477822805	0.1273711738922243	-0.016637172714003168	-0.024861878453038475
response to decreased oxygen levels	-0.022365110427732936	0.9720775039512961	-0.007228132867700893	-0.024924795874517843	-0.07868633396720966	-0.05010144030849364	-0.04746149792118049	0.014108554996405948	-0.04026170105687002	0.008316008316008063	-0.07904733449997864	0.14260035949670438	0.0145738647034517	0.0751619157625516	0.11451672785776283	-4.194630872495181E-4	-0.06876711570910869	-0.04793289394847152	0.3139158576051774	-0.012818496382510014	-0.03178386968613342	0.08453107007293112	-0.09201023954712893	-0.06768409004196857	0.04311193784878029	0.036227003651058395	-0.06424485125858007	-0.061763647810054854	-0.06832766643844342	-0.037531453917344734	-0.05010144030849364	-0.06121800356942071	-0.03178386968613342	-0.06954361999379122	-0.025618738277138883	-0.015482872072769629	-0.04258842230759053	-0.049407586078935396	-0.05940359501317729	-0.05592296411079412	-0.05052856783287208	0.04311193784878029	0.011398963730569719	-0.01898884405411716	-0.08987582944615999	-0.06323120112775168	1.0	0.059742228961334555	-0.05052856783287208	-0.09051914967739144	-0.09034907597535953	-0.04545823524636783	-0.038296714509217115	0.05422100205902491	0.04311193784878029	-0.04465073709672074	0.05040754235059949	-0.028756290438533696	0.022712638295381785	-0.032330727441367564	0.03292785234899269	-0.06424485125858007	-0.054907343857241414	-0.04474168120966517	0.026299549014955483	-0.04778998124832597	-0.054208361470931554	0.036227003651058395	-0.040471156750225744	-0.04793289394847152	-0.04545823524636783	-0.06968091103844808	0.0764762826718284	0.35983895319577286	0.08453107007293112	-0.015482872072769629	-0.06056790784891484	-0.07826535266007015	-0.050330292544825864	-0.01619088197699207	-0.06540828169137457	0.3247876690783267	0.3437028088190885	0.08945770065075886	-0.07744433688286617	0.030675440294175224	0.13667063965037884
regulation of growth	-0.021947013638500504	0.06560741270482888	-0.11170134587523967	0.39072478957193824	0.040422198823801304	-0.0183961160505385	-0.015603829489451139	-0.028068768482780462	-0.038926734325039174	-0.058236272878536686	-0.05930630504983341	-0.004210526315788177	0.023661372195842065	-0.04138997543891651	0.0020012735377069194	0.08071647205532347	0.07936600772020072	-0.046052631578946755	-0.049956933677863684	-0.00715301417675672	-0.03094606542882415	-0.036368788966558235	-0.03226244864248934	-7.717538105366396E-5	-0.058236272878536686	-0.06178999078906937	0.0886732373009856	0.10893611240051168	-0.049112052223964295	-0.036368788966558235	-0.0183961160505385	-0.006987568054715333	-0.03094606542882415	-0.05027117229870657	-0.025071633237824072	-0.01528134039185807	-0.0697732369798158	-0.03098444065566744	0.008565849971656875	-0.024539188297558807	0.02092937178236161	-0.058236272878536686	0.020455003019931858	-0.01868659903897421	0.008373675258406385	-0.04424606552990701	0.059742228961334555	1.0	-0.07537265722265198	0.01420643408388008	-0.06999485331960896	-0.04376367614879601	0.03820068189317148	-0.05245410266017254	0.7354409317803661	0.029195031230262538	-0.054445718028492004	-0.028068768482780462	0.33257672336059185	0.3757834561608931	-0.06348486566148918	0.0018802122820310756	-0.05245410266017254	-0.04793064348483415	-0.01868659903897421	-0.02942653545978949	0.01578619853928406	-0.06178999078906937	0.0351105331599477	-0.046052631578946755	-0.04376367614879601	-0.002735354456348101	-0.03964711987545438	-0.038926734325039174	-0.036368788966558235	-0.01528134039185807	-0.02942653545978949	0.07481822612570492	-0.04826130046968747	-0.11464179432383356	-0.056274719342506635	-0.04826130046968747	-0.06827048114434356	-0.033710570671804774	-0.03964711987545438	-0.01528134039185807	-0.03094606542882415
homeostatic process	-0.021643557659789373	-0.04774210220298539	-0.10426133927805938	-0.07425100661980535	-0.10206910715202547	-0.06367865317876378	-0.06197725494915416	-0.027574321413182258	0.5281899109792283	0.18298032334879158	-0.08843156671115487	-0.04473647420662698	0.3188957639219425	-0.040323753210876924	-0.040323753210876924	0.16634890371782776	0.061108924083214514	0.0441772682790426	0.08183990442054903	0.08403438185808386	0.42200094831673796	-0.03554298985207044	-0.0901599815486548	-0.07490869531432115	-0.056147386890587396	-0.059443524613333444	0.039516737981374075	-0.08468255412042917	-0.07107840255816456	0.10895138082496258	-0.06367865317876378	-0.06634541344792463	0.12043622569938364	-0.06077753327045974	0.08041861746075425	-0.015133601324192983	0.9288802743402421	-0.05842240562846716	0.07863807497135453	-0.06741636688100129	0.06207865168539372	-0.056147386890587396	0.3105764325794936	0.09163829418893081	-0.08247960848287109	-0.07935711926807497	-0.05052856783287208	-0.07537265722265198	1.0	-0.11041361864058642	-0.0670103092783504	0.09341442554404839	0.08276286439504645	-0.050753370340999186	-0.056147386890587396	0.07195036892918782	-0.052615637575180924	0.07518311072813386	-0.07855804638542493	0.012840412022011324	-0.061010486177310995	0.06953183991945586	0.7057890563045205	0.04299875348726769	-0.01846615500028721	-0.07038476273876616	0.055961236606839056	-0.059443524613333444	0.07904599659284467	0.6221165944359011	0.592036491494821	-0.07617299529654713	0.1720546756346279	0.009198813056379812	-0.03554298985207044	0.0976590210451635	-0.07038476273876616	-0.09336070638416594	0.651060716898318	-0.10681864441278315	-0.0655092336613954	0.08403438185808386	0.07904599659284467	0.06538104568423231	-0.06942937730527292	-0.015133601324192983	0.019914651493598418
macromolecule metabolic process	-0.025285946848770568	-0.08860713638833528	0.20277754877198764	0.0873878231739452	0.5054892474547438	0.35528383730433133	0.3459046066808233	-0.03377219300412982	-0.05083196973882735	-0.014734227095558302	0.5583149113660064	0.024373615135503537	-0.06737265186283171	-0.04158808933002481	0.019283941864587015	-0.06858050801966792	0.10445350021830888	-0.04337821714675308	-0.038403957560372175	-1.990233639213576E-4	-0.038026198651914096	-0.03980409365002966	0.5796439751907277	0.42900870068207553	0.053368741165888495	0.05855263157894737	0.1033509213763671	0.516422560518269	0.2659976754464944	-0.03980409365002966	0.35528383730433133	0.4322578033278006	-0.03128576879053809	0.23324475937407735	-0.022796524094346144	-0.016828597358923295	-0.09285021725859158	0.3801787294425267	0.0884426621110999	0.37737819300840936	0.08210391276459279	0.053368741165888495	-0.07169604074092553	-0.014336210902843257	0.4813565041336258	0.27951470659888605	-0.09051914967739144	0.01420643408388008	-0.11041361864058642	1.0	0.31898504757589485	-0.039097701679569205	0.06636219591760657	0.04562640179429672	0.03293785068745444	0.07421251635349427	0.048202730822952476	-0.0068335039356181805	0.04962869045462778	0.11782793734263237	0.054323320378760316	0.0825791280491787	-0.07664210189041967	0.3220003921056073	0.005816164148206603	0.3813721823953915	0.0873878231739452	0.05855263157894737	0.06897442521312316	-0.06370376683143007	-0.05940580008373016	0.4388687454677302	-0.08788931816710195	-0.03731644601228288	-0.03980409365002966	-0.016828597358923295	0.3889627077647734	0.6230914976592438	-0.0680091266428312	0.21998327066111026	0.2050065919851411	-0.05444710598704925	-0.05424954792043402	-0.02204889225177315	0.07683840193391037	0.003306622390758349	-0.03128576879053809
cellular nitrogen compound biosynthetic process	-0.025078369905955883	-0.09146968139773885	0.38306451612903236	-0.10298661174047405	0.5153203342618384	0.624078624078624	0.6102362204724409	-0.03340292275574107	-0.021875000000000054	-0.02177293934681187	0.7595419847328243	0.0031201248049924184	-0.03217436429683441	-0.03539823008849549	0.002082248828735015	-0.07142857142857154	0.11891337775499779	-0.034321372854914135	-0.02777777777777777	0.008316008316008485	-0.009389671361502512	-0.0364773319437206	0.6489058039961941	0.5801749271137026	0.10886469673405888	0.10046607975142419	0.13141683778234112	0.5076775431861804	0.7876745305729419	0.05732152162584654	0.5975429975429976	0.5469506292352371	0.04694835680751157	0.8225108225108224	0.03655352480417747	-0.007322175732217507	-0.05061983471074385	0.6136585365853658	0.1439588688946017	0.6474045053868756	0.15567010309278356	0.10886469673405888	-0.03630705394190888	-0.011500261369576477	0.6530612244897959	0.778153697438376	-0.09034907597535953	-0.06999485331960896	-0.0670103092783504	0.31898504757589485	1.0	0.06347554630593148	0.1344364012409512	0.09345794392523378	-0.05909797822706088	0.13113061435209108	0.08925791385573424	-0.005219206680584503	0.09352517985611522	0.04255319148936156	0.09627329192546573	0.13141683778234112	-0.04672897196261664	0.5445783132530122	-0.011500261369576477	0.6220703124999999	0.14727085478887736	0.10046607975142419	0.1395348837209302	-0.034321372854914135	-0.030176899063475263	0.5676855895196505	-0.12383900928792568	-0.040624999999999876	-0.027097446586764197	-0.016736401673640013	0.6220703124999999	0.4295175023651843	-0.03846153846153836	0.41206030150753775	0.7760765550239233	-0.057172557172557155	-0.055813953488372085	-0.041710114702815555	0.1547987616099072	-0.016736401673640013	-0.028169014084507036
secondary metabolite biosynthetic process	-0.017925736235598042	-0.04481887110362154	0.017989314249301405	-0.043383157127232286	-0.034371478332138064	-0.010894648435660076	-0.009782852744009531	-0.02181110029210861	0.2093485827946298	0.08195194635872449	-0.02636952464595428	-0.031312905390291856	0.15319876388980203	-0.02908509788253904	-0.02908509788253904	-0.03850120316259861	0.06380604194727739	-0.031312905390291856	0.039401103230889994	0.10532390708411435	0.2434928631402177	-0.02651286907118822	-0.02740339503540022	-0.01807424217863476	0.022723039672192684	0.01822993237283005	0.07070379089211748	-0.02410678863970507	-0.01109509562858058	0.876818455711457	-0.010894648435660076	-0.020123679464055418	0.777497900923594	0.045508465437291236	0.6600142551674989	-0.013216898749116874	0.10794805194805139	-0.015815776023624176	0.07839938173543337	-0.013314583208664736	0.09341442554404839	0.022723039672192684	0.14701749904202566	-0.015689790429224373	0.029179253165370452	-0.020844150088011694	-0.04545823524636783	-0.04376367614879601	0.09341442554404839	-0.039097701679569205	0.06347554630593148	1.0	0.11628160418483095	0.030487804878048426	-0.0365058670143422	0.10406619625361845	0.027746728910512938	-0.02181110029210861	-0.004633529907329847	0.02792465300727061	0.016156754898591755	0.07070379089211748	0.15975609756097445	-0.02221378626272018	-0.015689790429224373	-0.015214702752452043	0.08703973751367175	0.01822993237283005	0.11201531833413203	0.18206217848356177	0.19052761493366352	-0.018865671641790524	-0.04169148302561019	-0.02784684236698145	-0.02651286907118822	-0.013216898749116874	-0.015214702752452043	-0.029302625741136592	0.17414514500072056	0.013012690822145068	0.03948142449884634	-0.03231856874909931	-0.040210627094301114	-0.02507163323782142	-0.04169148302561019	-0.013216898749116874	-0.023509655751470435
negative regulation of transcription, DNA-templated	-0.02086677367576109	-0.03579434015130321	0.16768824661088988	-0.03031431550722368	0.10270880361173816	0.27419136146556783	0.28195754354704905	-0.026325781546639566	-0.03565306822077542	0.1277254184836138	0.16281337349136527	0.009266656015338763	-0.04824925526200063	0.015507335304288767	0.015507335304288767	-0.05521635253517366	0.7356651563060269	0.009266656015338763	0.10461338531513972	0.15540047911675856	-0.028840820854133326	-0.033495344615564096	0.15514696579935047	0.22329026158209886	0.1277254184836138	0.11814041574604293	0.7728725937011083	0.17949129607119085	0.19015280135823415	0.022369268606896895	0.27419136146556783	0.2085176991150442	0.029950083194675313	0.18703057230508846	0.03836899265136339	-0.014749680896325806	0.0971113488601764	0.23944358917967884	0.813453265545561	0.25718075902641585	0.8899315437274056	0.1277254184836138	-0.04975600421012135	0.047773112136023144	0.06751931441926894	0.20329840276145328	-0.038296714509217115	0.03820068189317148	0.08276286439504645	0.06636219591760657	0.1344364012409512	0.11628160418483095	1.0	0.1436265709156205	0.038261358840905986	0.9421280381768916	0.13810616789568902	0.09441842804708175	0.1312692630989072	0.5283298724414119	0.11361826387045376	0.7728725937011083	-0.04667863554757446	0.1933386905261643	-0.017897707716662575	0.24372061973241366	0.8578876806196927	0.11814041574604293	0.9800226159065205	-0.04154018213772028	-0.03966870095902232	0.2175985121469255	-0.06202290076335773	0.018854988001371618	-0.033495344615564096	-0.014749680896325806	0.24372061973241366	0.14098767408355994	-0.04332881991459209	0.19241513586726486	0.17091541135573582	0.006353504843246497	0.0211081794195239	-0.031227480182561728	0.05176526717557338	-0.014749680896325806	-0.028840820854133326
positive regulation of transcription, DNA-templated	-0.019230769230770096	0.021306818181817143	0.2069260367678491	-0.05190839694656502	0.0710332103321032	0.1950675769820259	0.2008534850640114	-0.023774145616642994	-0.031128404669262116	0.11800302571860902	0.11371237458193982	0.15275310834813366	0.01591511936339739	0.10056568196102844	0.10056568196102844	-0.04507042253521059	0.08232603724273113	-0.03552397868561441	-0.013980868285503621	0.02416570771001256	-0.025806451612904395	0.04152712659075682	0.1082217973231357	0.15751445086705212	0.9198184568835099	0.8726573762614133	0.09059711736444766	0.12570474002923387	0.13340552246886825	-0.029470864032151392	0.1950675769820259	0.14673413063477458	-0.025806451612904395	0.13114754098360631	-0.021588280647649376	-0.01391304347826148	-0.04815133276010286	0.1693629929221433	0.09974701843151462	0.18244680851063813	0.1173671689135613	0.9198184568835099	0.013443640124097156	-0.016680567139283498	0.04643064422518867	0.14293791699649433	0.05422100205902491	-0.05245410266017254	-0.050753370340999186	0.04562640179429672	0.09345794392523378	0.030487804878048426	0.1436265709156205	1.0	-0.04236006051437116	0.12968421052631665	0.971883289124668	-0.023774145616642994	0.6235795454545455	0.06351480420248275	0.8507042253521128	0.09059711736444766	-0.03921568627450842	0.13571194046185822	-0.016680567139283498	0.17251087791144074	0.10992366412213794	0.8726573762614133	0.13877909530083646	-0.03552397868561441	-0.03414634146341621	0.15335463258785947	-0.04950495049504937	-0.031128404669262116	0.04152712659075682	-0.01391304347826148	0.17251087791144074	0.09811730629978253	-0.036823935558112766	0.27514078841512535	0.11952998379254469	-0.036823935558112766	-0.0474308300395253	-0.027700831024931986	-0.04950495049504937	-0.01391304347826148	0.05017921146953431
negative regulation of growth	-0.019957234497506245	0.04768900440727752	-0.07409986767880786	0.4808320232192528	0.0502960855187265	-0.037878091385492314	-0.036680894976312106	-0.024894420982440404	-0.033077377436504754	-0.046052631578948115	-0.054838393411549134	0.019586507072906198	0.008532983262227343	-0.03483920367534558	0.02603369065849932	0.09062912450505967	0.10319615625652684	-0.03808487486398275	-0.021731510690501193	0.016610708605761953	-0.027131782945735802	-0.031211998378595993	-0.02567606215640777	-0.007652756187971161	-0.046052631578948115	-0.048246928378782	0.1127037969143229	0.10194393430125756	-0.05071110472633244	-0.031211998378595993	-0.037878091385492314	-0.011581393576898465	-0.027131782945735802	-0.05118362124120266	-0.022508038585209344	-0.014289359530494554	-0.05298013245033197	-0.0432111663671692	0.013556985294116634	-0.04049365365189479	0.023561849855871297	-0.046052631578948115	0.0060907196666130595	-0.017224409448820387	0.026894233255753908	-0.04871833308349577	0.04311193784878029	0.7354409317803661	-0.056147386890587396	0.03293785068745444	-0.05909797822706088	-0.0365058670143422	0.038261358840905986	-0.04236006051437116	1.0	0.030487804878047548	-0.04364949130291953	-0.024894420982440404	0.011752740422645881	0.4457355333488261	-0.04927408710954655	0.008316008316008063	-0.04236006051437116	-0.050228641939464504	-0.017224409448820387	-0.04255679174245934	0.01934937719192179	-0.048246928378782	0.03556658395367886	-0.03808487486398275	-0.0365058670143422	-0.009167842031029692	-0.013265704252827085	-0.033077377436504754	-0.031211998378595993	-0.014289359530494554	-0.04255679174245934	0.07594326839109851	-0.039582965188195526	-0.07538249392606251	-0.05361767970668391	-0.039582965188195526	-0.052109181141440405	-0.029233660471913704	-0.013265704252827085	-0.014289359530494554	-0.027131782945735802
